iso3c,country_name_wdi,global_group,region,year,GHED_EXTCHE_SHA2011,UHC_INDEX_REPORTED,UHC_SCI_CAPACITY,UHC_SCI_INFECT,UHC_SCI_NCD,UHC_SCI_RMNCH,SDGIHR,UHC_IHR,SDGIHR2018,SDGIHR2021,UHC_AVAILABILITY_SCORE
CAN,Canada,Global North,North America,2007,0,86,89,100,68,92,NA,NA,NA,NA,NA
CAN,Canada,Global North,North America,2008,0,87,89,100,69,92,NA,NA,NA,NA,NA
CAN,Canada,Global North,North America,2009,0,87,89,99,70,92,NA,NA,NA,NA,NA
CAN,Canada,Global North,North America,2010,0,87,89,99,71,92,71,71,NA,NA,NA
CAN,Canada,Global North,North America,2011,0,90,98,99,72,92,95,95,NA,NA,NA
CAN,Canada,Global North,North America,2012,0,90,99,99,73,92,98,98,NA,NA,NA
CAN,Canada,Global North,North America,2013,0,91,100,99,74,92,99,99,NA,NA,NA
CAN,Canada,Global North,North America,2014,0,91,100,99,75,92,100,100,NA,NA,NA
CAN,Canada,Global North,North America,2015,0,91,100,99,76,92,99,100,NA,NA,NA
CAN,Canada,Global North,North America,2016,0,91,100,99,76,92,100,100,NA,NA,NA
CAN,Canada,Global North,North America,2017,0,92,100,99,77,92,100,NA,NA,NA,NA
CAN,Canada,Global North,North America,2018,0,92,100,99,78,92,NA,NA,99,NA,NA
CAN,Canada,Global North,North America,2019,0,92,100,99,78,92,NA,NA,99,NA,NA
CAN,Canada,Global North,North America,2020,0,92,100,99,79,92,NA,NA,100,NA,NA
CAN,Canada,Global North,North America,2021,0,92,99,99,79,92,NA,NA,NA,97,NA
CAN,Canada,Global North,North America,2022,0,92,99,99,80,92,NA,NA,NA,96,NA
CAN,Canada,Global North,North America,2023,0,92,99,99,80,92,NA,NA,NA,96.2,77
CAN,Canada,Global North,North America,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA
CHE,Switzerland,Global North,Europe,2004,0,82,92,100,55,89,NA,NA,NA,NA,NA
CHE,Switzerland,Global North,Europe,2005,0,82,92,100,56,89,NA,NA,NA,NA,NA
CHE,Switzerland,Global North,Europe,2006,0,83,92,100,56,89,NA,NA,NA,NA,NA
CHE,Switzerland,Global North,Europe,2007,0,83,92,100,57,89,NA,NA,NA,NA,NA
CHE,Switzerland,Global North,Europe,2008,0,83,92,100,58,90,NA,NA,NA,NA,NA
CHE,Switzerland,Global North,Europe,2009,0,83,92,100,59,90,NA,NA,NA,NA,NA
CHE,Switzerland,Global North,Europe,2010,0,84,92,100,59,90,79,79,NA,NA,NA
CHE,Switzerland,Global North,Europe,2011,0,84,95,100,60,90,86,86,NA,NA,NA
CHE,Switzerland,Global North,Europe,2012,0,85,95,100,60,90,85,85,NA,NA,NA
CHE,Switzerland,Global North,Europe,2013,0,85,96,100,61,90,88,88,NA,NA,NA
CHE,Switzerland,Global North,Europe,2014,0,85,97,100,61,90,91,91,NA,NA,NA
CHE,Switzerland,Global North,Europe,2015,0,86,97,100,61,90,91,91,NA,NA,NA
CHE,Switzerland,Global North,Europe,2016,0,86,97,100,62,90,92,92,NA,NA,NA
CHE,Switzerland,Global North,Europe,2017,0,86,97,100,62,90,91.27872,NA,NA,NA,NA
CHE,Switzerland,Global North,Europe,2018,0,86,98,100,63,90,NA,NA,NA,NA,NA
CHE,Switzerland,Global North,Europe,2019,0,86,98,100,63,90,NA,NA,95,NA,NA
CHE,Switzerland,Global North,Europe,2020,0,86,98,100,64,90,NA,NA,NA,NA,NA
CHE,Switzerland,Global North,Europe,2021,0,86,97,100,64,90,NA,NA,NA,92,NA
CHE,Switzerland,Global North,Europe,2022,0,87,97,100,64,90,NA,NA,NA,92,NA
CHE,Switzerland,Global North,Europe,2023,0,87,97,100,64,90,NA,NA,NA,91.1333,62
CHE,Switzerland,Global North,Europe,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA
CHL,Chile,Global North,Latin America & Caribbean,2004,0,68,69,94,41,80,NA,NA,NA,NA,NA
CHL,Chile,Global North,Latin America & Caribbean,2005,0,69,69,95,42,80,NA,NA,NA,NA,NA
CHL,Chile,Global North,Latin America & Caribbean,2006,0.02001383,69,69,95,44,81,NA,NA,NA,NA,NA
CHL,Chile,Global North,Latin America & Caribbean,2007,0.00104208,70,69,95,45,82,NA,NA,NA,NA,NA
CHL,Chile,Global North,Latin America & Caribbean,2008,0.01191935,71,69,96,46,82,NA,NA,NA,NA,NA
CHL,Chile,Global North,Latin America & Caribbean,2009,0.01324864,71,69,96,48,83,NA,NA,NA,NA,NA
CHL,Chile,Global North,Latin America & Caribbean,2010,0.01022053,73,73,96,49,83,NA,NA,NA,NA,NA
CHL,Chile,Global North,Latin America & Caribbean,2011,0.002029,75,77,97,50,84,87,87,NA,NA,NA
CHL,Chile,Global North,Latin America & Caribbean,2012,0.0015266,74,73,97,51,84,66,66,NA,NA,NA
CHL,Chile,Global North,Latin America & Caribbean,2013,0.00269315,76,79,97,52,84,73,73,NA,NA,NA
CHL,Chile,Global North,Latin America & Caribbean,2014,0.00242602,78,82,98,53,85,72,72,NA,NA,NA
CHL,Chile,Global North,Latin America & Caribbean,2015,0.00141932,79,84,98,54,86,74,79,NA,NA,NA
CHL,Chile,Global North,Latin America & Caribbean,2016,0,80,89,98,55,86,79,79,NA,NA,NA
CHL,Chile,Global North,Latin America & Caribbean,2017,0,82,93,99,56,86,83.64106,NA,NA,NA,NA
CHL,Chile,Global North,Latin America & Caribbean,2018,0,81,90,99,57,86,NA,NA,74,NA,NA
CHL,Chile,Global North,Latin America & Caribbean,2019,0,82,91,99,58,86,NA,NA,76,NA,NA
CHL,Chile,Global North,Latin America & Caribbean,2020,0,82,91,99,59,86,NA,NA,76,NA,NA
CHL,Chile,Global North,Latin America & Caribbean,2021,0,82,90,100,59,86,NA,NA,NA,73,NA
CHL,Chile,Global North,Latin America & Caribbean,2022,0,83,92,100,60,87,NA,NA,NA,78,NA
CHL,Chile,Global North,Latin America & Caribbean,2023,0,84,94,100,61,87,NA,NA,NA,83.1333,62
CHL,Chile,Global North,Latin America & Caribbean,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA
CHN,China,Global South,East Asia & Pacific,2004,0.12344482,67,69,64,54,86,NA,NA,NA,NA,NA
CHN,China,Global South,East Asia & Pacific,2005,0.21010171,68,69,66,54,86,NA,NA,NA,NA,NA
CHN,China,Global South,East Asia & Pacific,2006,0.14492926,69,70,68,55,87,NA,NA,NA,NA,NA
CHN,China,Global South,East Asia & Pacific,2007,0.18071163,70,71,70,55,87,NA,NA,NA,NA,NA
CHN,China,Global South,East Asia & Pacific,2008,0.15566339,71,72,72,56,87,NA,NA,NA,NA,NA
CHN,China,Global South,East Asia & Pacific,2009,0.10555609,72,74,74,56,88,NA,NA,NA,NA,NA
CHN,China,Global South,East Asia & Pacific,2010,0.12173964,73,76,76,56,88,87,87,NA,NA,NA
CHN,China,Global South,East Asia & Pacific,2011,0.07550438,74,77,78,57,88,89,89,NA,NA,NA
CHN,China,Global South,East Asia & Pacific,2012,0.05628394,75,79,79,57,89,86,86,NA,NA,NA
CHN,China,Global South,East Asia & Pacific,2013,0.05544716,77,83,81,57,89,94,94,NA,NA,NA
CHN,China,Global South,East Asia & Pacific,2014,0.03018604,78,86,83,57,89,98,98,NA,NA,NA
CHN,China,Global South,East Asia & Pacific,2015,0.00859982,79,88,85,58,89,99,99,NA,NA,NA
CHN,China,Global South,East Asia & Pacific,2016,0.00161523,80,89,86,58,90,98,99,NA,NA,NA
CHN,China,Global South,East Asia & Pacific,2017,4.4167e-4,81,92,88,58,90,100,NA,NA,NA,NA
CHN,China,Global South,East Asia & Pacific,2018,6.4801e-4,81,92,90,58,90,NA,NA,94,NA,NA
CHN,China,Global South,East Asia & Pacific,2019,6.6961e-4,82,94,91,58,90,NA,NA,93,NA,NA
CHN,China,Global South,East Asia & Pacific,2020,2.4403e-4,83,96,93,59,91,NA,NA,94,NA,NA
CHN,China,Global South,East Asia & Pacific,2021,2.2867e-4,84,98,94,59,91,NA,NA,NA,94,NA
CHN,China,Global South,East Asia & Pacific,2022,0.00671342,84,98,96,59,91,NA,NA,NA,93,NA
CHN,China,Global South,East Asia & Pacific,2023,0.0050795,85,98,97,59,91,NA,NA,NA,94,54
CHN,China,Global South,East Asia & Pacific,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA
CMR,Cameroon,Global South,Sub-Saharan Africa,2004,3.34895277,29,51,5,59,43,NA,NA,NA,NA,NA
CMR,Cameroon,Global South,Sub-Saharan Africa,2005,4.76077461,28,33,8,60,42,NA,NA,NA,NA,NA
CMR,Cameroon,Global South,Sub-Saharan Africa,2006,4.65560484,33,34,14,61,42,NA,NA,NA,NA,NA
CMR,Cameroon,Global South,Sub-Saharan Africa,2007,5.04734039,34,34,16,61,41,NA,NA,NA,NA,NA
CMR,Cameroon,Global South,Sub-Saharan Africa,2008,6.10976124,34,34,16,62,41,NA,NA,NA,NA,NA
CMR,Cameroon,Global South,Sub-Saharan Africa,2009,5.71515942,35,33,18,62,40,NA,NA,NA,NA,NA
CMR,Cameroon,Global South,Sub-Saharan Africa,2010,8.00396538,35,36,17,63,40,46,46,NA,NA,NA
CMR,Cameroon,Global South,Sub-Saharan Africa,2011,12.15643501,44,48,31,63,39,65,65,NA,NA,NA
CMR,Cameroon,Global South,Sub-Saharan Africa,2012,7.86001873,46,47,39,64,39,65,65,NA,NA,NA
CMR,Cameroon,Global South,Sub-Saharan Africa,2013,7.30820513,46,51,36,64,39,89,89,NA,NA,NA
CMR,Cameroon,Global South,Sub-Saharan Africa,2014,9.25201988,47,50,40,64,39,91,91,NA,NA,NA
CMR,Cameroon,Global South,Sub-Saharan Africa,2015,8.63536644,47,45,44,65,39,NA,NA,NA,NA,NA
CMR,Cameroon,Global South,Sub-Saharan Africa,2016,8.78061008,47,39,50,65,40,54,54,NA,NA,NA
CMR,Cameroon,Global South,Sub-Saharan Africa,2017,8.49681282,47,38,51,65,40,57.35698,NA,NA,NA,NA
CMR,Cameroon,Global South,Sub-Saharan Africa,2018,14.29008865,45,32,49,65,40,NA,NA,38,NA,NA
CMR,Cameroon,Global South,Sub-Saharan Africa,2019,13.0471077,46,34,53,65,40,NA,NA,42,NA,NA
CMR,Cameroon,Global South,Sub-Saharan Africa,2020,10.71255302,47,37,51,65,40,NA,NA,50,NA,NA
CMR,Cameroon,Global South,Sub-Saharan Africa,2021,15.01820946,43,28,46,65,41,NA,NA,NA,41,NA
CMR,Cameroon,Global South,Sub-Saharan Africa,2022,14.41899395,47,38,49,65,41,NA,NA,NA,40,NA
CMR,Cameroon,Global South,Sub-Saharan Africa,2023,14.70563126,48,40,51,65,42,NA,NA,NA,49.6667,43
CMR,Cameroon,Global South,Sub-Saharan Africa,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA
COL,Colombia,Global South,Latin America & Caribbean,2004,1.24544191,70,61,78,70,73,NA,NA,NA,NA,NA
COL,Colombia,Global South,Latin America & Caribbean,2005,0.94987732,71,61,79,71,74,NA,NA,NA,NA,NA
COL,Colombia,Global South,Latin America & Caribbean,2006,0.71090811,72,62,80,71,75,NA,NA,NA,NA,NA
COL,Colombia,Global South,Latin America & Caribbean,2007,0.46726435,73,63,81,72,76,NA,NA,NA,NA,NA
COL,Colombia,Global South,Latin America & Caribbean,2008,0.0604213,73,64,82,72,77,NA,NA,NA,NA,NA
COL,Colombia,Global South,Latin America & Caribbean,2009,0.04857259,74,65,83,73,77,NA,NA,NA,NA,NA
COL,Colombia,Global South,Latin America & Caribbean,2010,0.06274424,75,65,84,74,78,78,78,NA,NA,NA
COL,Colombia,Global South,Latin America & Caribbean,2011,0.15312466,73,56,85,74,78,48,48,NA,NA,NA
COL,Colombia,Global South,Latin America & Caribbean,2012,0.52656066,76,65,86,75,78,70,70,NA,NA,NA
COL,Colombia,Global South,Latin America & Caribbean,2013,0,77,68,87,75,79,74,74,NA,NA,NA
COL,Colombia,Global South,Latin America & Caribbean,2014,0,78,71,88,76,79,75,75,NA,NA,NA
COL,Colombia,Global South,Latin America & Caribbean,2015,0,80,75,88,76,80,85,86,NA,NA,NA
COL,Colombia,Global South,Latin America & Caribbean,2016,0,81,78,89,77,80,89,89,NA,NA,NA
COL,Colombia,Global South,Latin America & Caribbean,2017,0,82,79,90,77,80,88.15664,NA,NA,NA,NA
COL,Colombia,Global South,Latin America & Caribbean,2018,0,80,72,91,78,80,NA,NA,66,NA,NA
COL,Colombia,Global South,Latin America & Caribbean,2019,0,81,74,92,78,81,NA,NA,69,NA,NA
COL,Colombia,Global South,Latin America & Caribbean,2020,0,82,77,93,79,80,NA,NA,75,NA,NA
COL,Colombia,Global South,Latin America & Caribbean,2021,0.02655284,82,75,94,79,80,NA,NA,NA,69,NA
COL,Colombia,Global South,Latin America & Caribbean,2022,0.02023401,83,77,95,79,81,NA,NA,NA,73,NA
COL,Colombia,Global South,Latin America & Caribbean,2023,0.01337293,82,75,96,79,81,NA,NA,NA,65.8667,69
COL,Colombia,Global South,Latin America & Caribbean,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA
CRI,Costa Rica,Global South,Latin America & Caribbean,2004,0.23138919,79,70,94,71,82,NA,NA,NA,NA,NA
CRI,Costa Rica,Global South,Latin America & Caribbean,2005,0.17699823,79,69,95,72,82,NA,NA,NA,NA,NA
CRI,Costa Rica,Global South,Latin America & Caribbean,2006,0.08924608,79,69,95,73,83,NA,NA,NA,NA,NA
CRI,Costa Rica,Global South,Latin America & Caribbean,2007,0.09470533,80,70,95,74,83,NA,NA,NA,NA,NA
CRI,Costa Rica,Global South,Latin America & Caribbean,2008,0.14018829,80,70,95,74,83,NA,NA,NA,NA,NA
CRI,Costa Rica,Global South,Latin America & Caribbean,2009,0.28391573,80,71,95,75,83,NA,NA,NA,NA,NA
CRI,Costa Rica,Global South,Latin America & Caribbean,2010,0.21066861,81,72,96,76,83,77,77,NA,NA,NA
CRI,Costa Rica,Global South,Latin America & Caribbean,2011,0.12927732,81,70,96,77,83,69,69,NA,NA,NA
CRI,Costa Rica,Global South,Latin America & Caribbean,2012,0.06346241,82,74,96,77,83,82,82,NA,NA,NA
CRI,Costa Rica,Global South,Latin America & Caribbean,2013,0.03902256,83,77,96,78,84,89,89,NA,NA,NA
CRI,Costa Rica,Global South,Latin America & Caribbean,2014,0.02410425,84,79,97,79,83,89,89,NA,NA,NA
CRI,Costa Rica,Global South,Latin America & Caribbean,2015,0.00636806,82,72,97,79,83,83,85,NA,NA,NA
CRI,Costa Rica,Global South,Latin America & Caribbean,2016,0.02836165,83,75,97,80,83,86,86,NA,NA,NA
CRI,Costa Rica,Global South,Latin America & Caribbean,2017,0.05353978,85,79,97,80,84,87.15872,NA,NA,NA,NA
CRI,Costa Rica,Global South,Latin America & Caribbean,2018,0.0062117,83,72,98,81,83,NA,NA,70,NA,NA
CRI,Costa Rica,Global South,Latin America & Caribbean,2019,0.00104268,84,75,98,81,83,NA,NA,77,NA,NA
CRI,Costa Rica,Global South,Latin America & Caribbean,2020,0.13579112,85,77,98,82,84,NA,NA,77,NA,NA
CRI,Costa Rica,Global South,Latin America & Caribbean,2021,0.0464507,84,75,98,82,83,NA,NA,NA,67,NA
CRI,Costa Rica,Global South,Latin America & Caribbean,2022,0.03007099,84,73,98,82,84,NA,NA,NA,65,NA
CRI,Costa Rica,Global South,Latin America & Caribbean,2023,0.01108145,84,73,98,82,84,NA,NA,NA,65.3333,69
CRI,Costa Rica,Global South,Latin America & Caribbean,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA
CYP,Cyprus,Global North,Europe,2004,0.54738265,68,72,100,45,65,NA,NA,NA,NA,NA
CYP,Cyprus,Global North,Europe,2005,0.53368944,68,71,100,46,65,NA,NA,NA,NA,NA
CYP,Cyprus,Global North,Europe,2006,0.59484863,68,72,100,47,66,NA,NA,NA,NA,NA
CYP,Cyprus,Global North,Europe,2007,0.61822152,69,73,100,47,66,NA,NA,NA,NA,NA
CYP,Cyprus,Global North,Europe,2008,0.46357441,69,73,100,48,66,NA,NA,NA,NA,NA
CYP,Cyprus,Global North,Europe,2009,0.55489761,70,74,100,48,67,NA,NA,NA,NA,NA
CYP,Cyprus,Global North,Europe,2010,0.90465069,70,74,100,49,67,44,44,NA,NA,NA
CYP,Cyprus,Global North,Europe,2011,0.95644373,72,79,100,49,67,51,51,NA,NA,NA
CYP,Cyprus,Global North,Europe,2012,0.94572675,73,83,100,50,68,NA,NA,NA,NA,NA
CYP,Cyprus,Global North,Europe,2013,1.1261003,74,88,100,50,68,67,67,NA,NA,NA
CYP,Cyprus,Global North,Europe,2014,1.09613359,74,85,100,51,68,62,62,NA,NA,NA
CYP,Cyprus,Global North,Europe,2015,1.15934336,75,92,100,51,68,NA,NA,NA,NA,NA
CYP,Cyprus,Global North,Europe,2016,0.20783879,77,98,99,52,69,93,93,NA,NA,NA
CYP,Cyprus,Global North,Europe,2017,0.40834177,77,99,99,52,69,95.64103,NA,NA,NA,NA
CYP,Cyprus,Global North,Europe,2018,0.36750153,76,90,99,52,69,NA,NA,74,NA,NA
CYP,Cyprus,Global North,Europe,2019,0.67279255,76,90,99,53,69,NA,NA,74,NA,NA
CYP,Cyprus,Global North,Europe,2020,0.22901918,75,88,99,53,70,NA,NA,67,NA,NA
CYP,Cyprus,Global North,Europe,2021,0.73833984,75,86,99,53,70,NA,NA,NA,64,NA
CYP,Cyprus,Global North,Europe,2022,0.95817584,76,88,99,54,70,NA,NA,NA,68,NA
CYP,Cyprus,Global North,Europe,2023,0.3812083,76,87,99,54,71,NA,NA,NA,65.9333,54
CYP,Cyprus,Global North,Europe,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA
CZE,Czechia,Global North,Europe,2004,0,79,95,99,52,81,NA,NA,NA,NA,NA
CZE,Czechia,Global North,Europe,2005,0,80,95,99,52,81,NA,NA,NA,NA,NA
CZE,Czechia,Global North,Europe,2006,0,80,95,99,53,82,NA,NA,NA,NA,NA
CZE,Czechia,Global North,Europe,2007,0,80,95,99,53,83,NA,NA,NA,NA,NA
CZE,Czechia,Global North,Europe,2008,0,81,95,99,54,84,NA,NA,NA,NA,NA
CZE,Czechia,Global North,Europe,2009,0,81,95,99,54,84,NA,NA,NA,NA,NA
CZE,Czechia,Global North,Europe,2010,0,81,95,99,55,85,86,86,NA,NA,NA
CZE,Czechia,Global North,Europe,2011,0,82,95,99,55,85,85,85,NA,NA,NA
CZE,Czechia,Global North,Europe,2012,0,82,97,99,56,85,92,92,NA,NA,NA
CZE,Czechia,Global North,Europe,2013,0,82,96,99,56,86,88,88,NA,NA,NA
CZE,Czechia,Global North,Europe,2014,0,83,96,99,57,86,88,88,NA,NA,NA
CZE,Czechia,Global North,Europe,2015,0,83,96,99,57,86,88,91,NA,NA,NA
CZE,Czechia,Global North,Europe,2016,0,83,97,99,58,86,NA,NA,NA,NA,NA
CZE,Czechia,Global North,Europe,2017,0,84,98,99,58,86,93.82146,NA,NA,NA,NA
CZE,Czechia,Global North,Europe,2018,0,81,88,99,59,86,NA,NA,67,NA,NA
CZE,Czechia,Global North,Europe,2019,0,82,88,99,59,87,NA,NA,68,NA,NA
CZE,Czechia,Global North,Europe,2020,0,82,90,99,60,87,NA,NA,NA,NA,NA
CZE,Czechia,Global North,Europe,2021,0,83,91,99,60,87,NA,NA,NA,76,NA
CZE,Czechia,Global North,Europe,2022,0,83,92,99,60,87,NA,NA,NA,77,NA
CZE,Czechia,Global North,Europe,2023,0,83,92,99,60,87,NA,NA,NA,77.3333,69
CZE,Czechia,Global North,Europe,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA
DEU,Germany,Global North,Europe,2004,0,81,93,99,53,88,NA,NA,NA,NA,NA
DEU,Germany,Global North,Europe,2005,0,82,93,99,54,89,NA,NA,NA,NA,NA
DEU,Germany,Global North,Europe,2006,0,82,93,99,55,89,NA,NA,NA,NA,NA
DEU,Germany,Global North,Europe,2007,0,82,93,99,56,89,NA,NA,NA,NA,NA
DEU,Germany,Global North,Europe,2008,0,83,93,99,57,90,NA,NA,NA,NA,NA
DEU,Germany,Global North,Europe,2009,0,83,93,99,58,90,NA,NA,NA,NA,NA
DEU,Germany,Global North,Europe,2010,0,84,93,99,59,91,81,81,NA,NA,NA
DEU,Germany,Global North,Europe,2011,0,85,95,99,59,91,86,86,NA,NA,NA
DEU,Germany,Global North,Europe,2012,0,85,97,99,60,91,92,92,NA,NA,NA
DEU,Germany,Global North,Europe,2013,0,86,98,99,61,91,NA,NA,NA,NA,NA
DEU,Germany,Global North,Europe,2014,0,86,100,99,62,91,99,99,NA,NA,NA
DEU,Germany,Global North,Europe,2015,0,86,99,99,62,91,NA,NA,NA,NA,NA
DEU,Germany,Global North,Europe,2016,0,86,99,99,63,90,NA,NA,NA,NA,NA
DEU,Germany,Global North,Europe,2017,0,87,99,99,64,90,96.53846,NA,NA,NA,NA
DEU,Germany,Global North,Europe,2018,0,86,97,99,64,90,NA,NA,91,NA,NA
DEU,Germany,Global North,Europe,2019,0,86,96,99,65,90,NA,NA,88,NA,NA
DEU,Germany,Global North,Europe,2020,0,86,96,99,65,90,NA,NA,89,NA,NA
DEU,Germany,Global North,Europe,2021,0,86,95,99,66,90,NA,NA,NA,87,NA
DEU,Germany,Global North,Europe,2022,0,87,95,99,66,90,NA,NA,NA,87,NA
DEU,Germany,Global North,Europe,2023,0,87,95,99,67,90,NA,NA,NA,85.1333,62
DEU,Germany,Global North,Europe,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA
DNK,Denmark,Global North,Europe,2004,0,76,90,100,43,88,NA,NA,NA,NA,NA
DNK,Denmark,Global North,Europe,2005,0,77,90,100,44,88,NA,NA,NA,NA,NA
DNK,Denmark,Global North,Europe,2006,0,77,90,100,45,88,NA,NA,NA,NA,NA
DNK,Denmark,Global North,Europe,2007,0,78,90,100,47,88,NA,NA,NA,NA,NA
DNK,Denmark,Global North,Europe,2008,0,78,90,100,48,88,NA,NA,NA,NA,NA
DNK,Denmark,Global North,Europe,2009,0,79,90,100,49,88,NA,NA,NA,NA,NA
DNK,Denmark,Global North,Europe,2010,0,79,90,100,50,88,73,73,NA,NA,NA
DNK,Denmark,Global North,Europe,2011,0,80,91,100,51,88,75,75,NA,NA,NA
DNK,Denmark,Global North,Europe,2012,0,81,93,100,52,89,NA,NA,NA,NA,NA
DNK,Denmark,Global North,Europe,2013,0,82,95,100,53,89,86,86,NA,NA,NA
DNK,Denmark,Global North,Europe,2014,0,82,97,100,53,89,91,91,NA,NA,NA
DNK,Denmark,Global North,Europe,2015,0,83,97,100,54,89,91,91,NA,NA,NA
DNK,Denmark,Global North,Europe,2016,0,83,96,100,55,89,89,89,NA,NA,NA
DNK,Denmark,Global North,Europe,2017,0,83,97,100,56,89,89.58557,NA,NA,NA,NA
DNK,Denmark,Global North,Europe,2018,0,84,99,100,56,89,NA,NA,96,NA,NA
DNK,Denmark,Global North,Europe,2019,0,84,98,100,57,89,NA,NA,95,NA,NA
DNK,Denmark,Global North,Europe,2020,0,84,98,100,58,89,NA,NA,94,NA,NA
DNK,Denmark,Global North,Europe,2021,0,85,98,100,58,90,NA,NA,NA,95,NA
DNK,Denmark,Global North,Europe,2022,0,85,99,100,59,90,NA,NA,NA,97,NA
DNK,Denmark,Global North,Europe,2023,0,85,99,100,60,90,NA,NA,NA,96.6667,69
DNK,Denmark,Global North,Europe,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA
DOM,Dominican Republic,Global South,Latin America & Caribbean,2004,2.18135619,68,56,76,67,76,NA,NA,NA,NA,NA
DOM,Dominican Republic,Global South,Latin America & Caribbean,2005,1.69850194,69,55,77,68,77,NA,NA,NA,NA,NA
DOM,Dominican Republic,Global South,Latin America & Caribbean,2006,1.11908674,69,54,78,68,78,NA,NA,NA,NA,NA
DOM,Dominican Republic,Global South,Latin America & Caribbean,2007,1.7336247,69,53,79,69,79,NA,NA,NA,NA,NA
DOM,Dominican Republic,Global South,Latin America & Caribbean,2008,1.77763748,71,57,80,69,79,NA,NA,NA,NA,NA
DOM,Dominican Republic,Global South,Latin America & Caribbean,2009,0.93324375,71,56,81,70,79,NA,NA,NA,NA,NA
DOM,Dominican Republic,Global South,Latin America & Caribbean,2010,0.67250806,72,59,82,70,79,52,52,NA,NA,NA
DOM,Dominican Republic,Global South,Latin America & Caribbean,2011,0.52326828,72,60,82,70,78,NA,NA,NA,NA,NA
DOM,Dominican Republic,Global South,Latin America & Caribbean,2012,1.43889034,73,62,83,70,78,54,54,NA,NA,NA
DOM,Dominican Republic,Global South,Latin America & Caribbean,2013,0.6048274,74,68,84,70,78,72,72,NA,NA,NA
DOM,Dominican Republic,Global South,Latin America & Caribbean,2014,7.63028097,75,65,84,70,81,73,73,NA,NA,NA
DOM,Dominican Republic,Global South,Latin America & Caribbean,2015,9.08336163,75,65,85,70,81,72,71,NA,NA,NA
DOM,Dominican Republic,Global South,Latin America & Caribbean,2016,0.78624558,74,61,85,69,82,71,71,NA,NA,NA
DOM,Dominican Republic,Global South,Latin America & Caribbean,2017,0.9810707,73,58,86,69,83,54.89981,NA,NA,NA,NA
DOM,Dominican Republic,Global South,Latin America & Caribbean,2018,1.2980926,72,53,87,70,84,NA,NA,48,NA,NA
DOM,Dominican Republic,Global South,Latin America & Caribbean,2019,1.13449109,73,57,87,70,85,NA,NA,55,NA,NA
DOM,Dominican Republic,Global South,Latin America & Caribbean,2020,0.79063958,77,67,88,70,84,NA,NA,60,NA,NA
DOM,Dominican Republic,Global South,Latin America & Caribbean,2021,1.46696842,78,72,88,70,85,NA,NA,NA,65,NA
DOM,Dominican Republic,Global South,Latin America & Caribbean,2022,5.2512784,78,72,89,70,85,NA,NA,NA,62,NA
DOM,Dominican Republic,Global South,Latin America & Caribbean,2023,0.85684156,73,54,89,70,85,NA,NA,NA,51.5333,77
DOM,Dominican Republic,Global South,Latin America & Caribbean,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA
DZA,Algeria,Global South,Middle East & North Africa,2004,0.04680432,68,64,86,61,65,NA,NA,NA,NA,NA
DZA,Algeria,Global South,Middle East & North Africa,2005,0.07937498,68,63,86,61,65,NA,NA,NA,NA,NA
DZA,Algeria,Global South,Middle East & North Africa,2006,0.05232034,68,63,86,61,66,NA,NA,NA,NA,NA
DZA,Algeria,Global South,Middle East & North Africa,2007,0.06622826,69,63,86,61,66,NA,NA,NA,NA,NA
DZA,Algeria,Global South,Middle East & North Africa,2008,0.03665631,69,64,86,62,67,NA,NA,NA,NA,NA
DZA,Algeria,Global South,Middle East & North Africa,2009,0.05150365,70,65,87,62,68,NA,NA,NA,NA,NA
DZA,Algeria,Global South,Middle East & North Africa,2010,0.02814943,70,65,87,62,68,51,51,NA,NA,NA
DZA,Algeria,Global South,Middle East & North Africa,2011,0.01970796,62,39,87,62,69,11,11,NA,NA,NA
DZA,Algeria,Global South,Middle East & North Africa,2012,0.03133379,65,47,87,62,70,19,19,NA,NA,NA
DZA,Algeria,Global South,Middle East & North Africa,2013,0.01943944,69,61,87,62,71,40,40,NA,NA,NA
DZA,Algeria,Global South,Middle East & North Africa,2014,0.03474198,72,74,87,62,69,71,71,NA,NA,NA
DZA,Algeria,Global South,Middle East & North Africa,2015,0.02634612,72,75,87,61,68,72,73,NA,NA,NA
DZA,Algeria,Global South,Middle East & North Africa,2016,0.0197407,72,76,87,61,66,73,73,NA,NA,NA
DZA,Algeria,Global South,Middle East & North Africa,2017,0.0273474,71,76,86,61,64,75.28672,NA,NA,NA,NA
DZA,Algeria,Global South,Middle East & North Africa,2018,0.02523282,70,73,86,61,62,NA,NA,80,NA,NA
